timestamp_local,arrivals,hour_of_week,baseline,road_threat,customers_out,power_threat,road_next,power_next,next_time,date,intercept
2018-04-04 11:00:00,2.0,59,2.0,0.0,46,0.5054368914393274,0.0,0.5082007256607547,2018-04-04 12:00:00,2018-04-04,1.0
2018-04-04 12:00:00,4.0,60,4.0,0.0,47,0.5082007256607547,0.0,0.5082007256607547,2018-04-04 13:00:00,2018-04-04,1.0
2018-04-04 13:00:00,4.0,61,2.0,0.0,47,0.5082007256607547,1.0,0.5417989619938319,2018-04-04 14:00:00,2018-04-04,1.0
2018-04-04 14:00:00,0.0,62,2.0,1.0,61,0.5417989619938319,0.0,0.35550545514120324,2018-04-04 15:00:00,2018-04-04,1.0
2018-04-04 15:00:00,4.0,63,1.0,0.0,14,0.35550545514120324,0.0,0.35550545514120324,2018-04-04 16:00:00,2018-04-04,1.0
2018-04-04 16:00:00,6.0,64,2.0,0.0,14,0.35550545514120324,0.0,0.14422282923252733,2018-04-04 17:00:00,2018-04-04,1.0
2018-04-05 11:00:00,2.0,83,2.0,0.0,1,0.09099447410705684,0.0,0.14422282923252733,2018-04-05 12:00:00,2018-04-05,1.0
2018-04-05 12:00:00,4.0,84,2.0,0.0,2,0.14422282923252733,0.0,0.09099447410705684,2018-04-05 13:00:00,2018-04-05,1.0
2018-04-05 15:00:00,0.0,87,2.0,1.0,2,0.14422282923252733,1.0,0.14422282923252733,2018-04-05 16:00:00,2018-04-05,1.0
2018-04-06 11:00:00,2.0,107,2.0,0.0,1,0.09099447410705684,0.0,0.09099447410705684,2018-04-06 12:00:00,2018-04-06,1.0
2018-04-07 14:00:00,2.0,134,1.0,0.0,41,0.4906710881040734,1.0,0.8716648160454415,2018-04-07 15:00:00,2018-04-07,1.0
2018-04-07 15:00:00,0.0,135,1.0,1.0,764,0.8716648160454415,0.0,0.8716648160454415,2018-04-07 16:00:00,2018-04-07,1.0
2018-04-08 10:00:00,0.0,154,1.0,1.0,1,0.09099447410705684,0.5,0.09099447410705684,2018-04-08 11:00:00,2018-04-08,1.0
2018-04-09 11:00:00,2.0,11,1.0,0.0,56,0.530760759363224,0.0,0.530760759363224,2018-04-09 12:00:00,2018-04-09,1.0
2018-04-09 12:00:00,2.0,12,2.0,0.0,56,0.530760759363224,0.5,0.09099447410705684,2018-04-09 13:00:00,2018-04-09,1.0
2018-04-09 15:00:00,2.0,15,1.0,0.0,2,0.14422282923252733,1.0,0.09099447410705684,2018-04-09 16:00:00,2018-04-09,1.0
2018-04-09 16:00:00,0.0,16,2.0,1.0,1,0.09099447410705684,0.0,0.14422282923252733,2018-04-09 17:00:00,2018-04-09,1.0
2018-04-09 17:00:00,2.0,17,1.0,0.0,2,0.14422282923252733,1.0,0.5284372070856598,2018-04-09 18:00:00,2018-04-09,1.0
2018-04-10 09:00:00,6.0,33,2.0,0.0,297,0.7478989171167308,1.0,0.7518049754770846,2018-04-10 10:00:00,2018-04-10,1.0
2018-04-10 10:00:00,0.0,34,1.0,1.0,306,0.7518049754770846,0.0,0.7518049754770846,2018-04-10 11:00:00,2018-04-10,1.0
2018-04-10 11:00:00,2.0,35,2.0,0.0,306,0.7518049754770846,0.0,0.7513766642438224,2018-04-10 12:00:00,2018-04-10,1.0
2018-04-10 12:00:00,4.0,36,3.0,0.0,305,0.7513766642438224,0.0,0.7478989171167308,2018-04-10 13:00:00,2018-04-10,1.0
2018-04-10 13:00:00,6.0,37,1.0,0.0,297,0.7478989171167308,0.0,0.09099447410705684,2018-04-10 14:00:00,2018-04-10,1.0
2018-04-11 08:00:00,0.0,56,2.0,1.0,1,0.09099447410705684,0.0,0.09099447410705684,2018-04-11 09:00:00,2018-04-11,1.0
2018-04-11 09:00:00,4.0,57,3.0,0.0,1,0.09099447410705684,1.0,0.23521730333958416,2018-04-11 10:00:00,2018-04-11,1.0
2018-04-11 10:00:00,0.0,58,1.0,1.0,5,0.23521730333958416,0.0,0.23521730333958416,2018-04-11 11:00:00,2018-04-11,1.0
2018-04-11 11:00:00,4.0,59,2.0,0.0,5,0.23521730333958416,0.5,0.21128262590867591,2018-04-11 12:00:00,2018-04-11,1.0
2018-04-11 12:00:00,2.0,60,4.0,0.5,4,0.21128262590867591,0.3333333333333333,0.21128262590867591,2018-04-11 13:00:00,2018-04-11,1.0
2018-04-11 13:00:00,2.0,61,3.0,0.3333333333333333,4,0.21128262590867591,0.0,0.09099447410705684,2018-04-11 14:00:00,2018-04-11,1.0
2018-04-11 14:00:00,4.0,62,1.0,0.0,1,0.09099447410705684,1.0,0.14422282923252733,2018-04-11 15:00:00,2018-04-11,1.0
2018-04-11 15:00:00,0.0,63,1.0,1.0,2,0.14422282923252733,1.0,0.18198894821411368,2018-04-11 16:00:00,2018-04-11,1.0
2018-04-11 16:00:00,0.0,64,2.0,1.0,3,0.18198894821411368,0.0,0.14422282923252733,2018-04-11 17:00:00,2018-04-11,1.0
2018-04-12 12:00:00,2.0,84,2.0,0.0,3,0.18198894821411368,1.0,0.09099447410705684,2018-04-12 13:00:00,2018-04-12,1.0
2018-04-12 16:00:00,2.0,88,2.0,0.0,320,0.757659072370185,0.0,0.7592848179344661,2018-04-12 17:00:00,2018-04-12,1.0
2018-04-12 17:00:00,2.0,89,2.0,0.0,324,0.7592848179344661,0.0,0.7628707631627515,2018-04-12 18:00:00,2018-04-12,1.0
2018-04-13 08:00:00,4.0,104,1.0,0.0,303,0.7505158265589241,1.0,0.750083281599094,2018-04-13 09:00:00,2018-04-13,1.0
2018-04-13 09:00:00,0.0,105,2.0,1.0,302,0.750083281599094,0.0,0.7608906762038166,2018-04-13 10:00:00,2018-04-13,1.0
2018-04-13 10:00:00,6.0,106,2.0,0.0,328,0.7608906762038166,0.0,0.7608906762038166,2018-04-13 11:00:00,2018-04-13,1.0
2018-04-13 11:00:00,2.0,107,2.0,0.0,328,0.7608906762038166,1.0,0.7612890900954853,2018-04-13 12:00:00,2018-04-13,1.0
2018-04-13 12:00:00,0.0,108,3.0,1.0,329,0.7612890900954853,0.3333333333333333,0.7612890900954853,2018-04-13 13:00:00,2018-04-13,1.0
2018-04-13 13:00:00,2.0,109,3.0,0.3333333333333333,329,0.7612890900954853,0.0,0.7628707631627515,2018-04-13 14:00:00,2018-04-13,1.0
2018-04-13 14:00:00,4.0,110,2.0,0.0,333,0.7628707631627515,0.0,0.7628707631627515,2018-04-13 15:00:00,2018-04-13,1.0
2018-04-13 15:00:00,2.0,111,2.0,0.0,333,0.7628707631627515,0.0,0.09099447410705684,2018-04-13 16:00:00,2018-04-13,1.0
2018-04-16 10:00:00,2.0,10,1.0,0.0,1,0.09099447410705684,0.0,0.09099447410705684,2018-04-16 11:00:00,2018-04-16,1.0
2018-04-16 11:00:00,2.0,11,1.0,0.0,1,0.09099447410705684,0.0,0.14422282923252733,2018-04-16 12:00:00,2018-04-16,1.0
2018-04-16 12:00:00,4.0,12,2.0,0.0,2,0.14422282923252733,0.0,0.14422282923252733,2018-04-16 13:00:00,2018-04-16,1.0
