closure_fraction,demand_multiplier,distance_beta_per_km,method,metric,mean,sd,ci95_low,ci95_high,n
0.1,4.0,1.0,no_choice,rerouted_fraction,0.0,0.0,0.0,0.0,24
0.1,4.0,1.0,no_choice,energy_weighted_extra_distance_km,0.0,0.0,0.0,0.0,24
0.1,4.0,1.0,no_choice,max_capacity_utilization,0.969222556176582,0.1507780659090956,0.9088987662826828,1.0295463460704812,24
0.1,4.0,2.0,coordinated,served_fraction,0.8035819599182901,0.19786695735693446,0.7244186897796405,0.8827452300569396,24
0.1,4.0,2.0,coordinated,rerouted_fraction,0.6718129217021499,0.09933835355136704,0.6320693029476063,0.7115565404566935,24
0.1,4.0,2.0,coordinated,energy_weighted_extra_distance_km,0.8680552792843611,0.6482903729064402,0.6086851115503913,1.127425447018331,24
0.1,4.0,2.0,coordinated,max_capacity_utilization,0.9887797330877367,0.05496785742576024,0.9667880099396993,1.0107714562357741,24
0.1,4.0,2.0,logit,served_fraction,0.8035819599182901,0.19786695735693446,0.7244186897796405,0.8827452300569396,24
0.1,4.0,2.0,logit,rerouted_fraction,0.7310730452170944,0.09118339129720668,0.6945920908736279,0.7675539995605608,24
0.1,4.0,2.0,logit,energy_weighted_extra_distance_km,1.2732140337834454,0.6549186361236691,1.0111920084648411,1.5352360591020497,24
0.1,4.0,2.0,logit,max_capacity_utilization,0.9885839686629222,0.055926903326928394,0.966208547242249,1.0109593900835954,24
0.1,4.0,2.0,nearest,served_fraction,0.8035819599182901,0.19786695735693446,0.7244186897796405,0.8827452300569396,24
0.1,4.0,2.0,nearest,rerouted_fraction,0.8680097031902191,0.07413646010268475,0.8383489417542149,0.8976704646262232,24
0.1,4.0,2.0,nearest,energy_weighted_extra_distance_km,1.5316962831435663,0.7921104758828353,1.2147860904586354,1.8486064758284972,24
0.1,4.0,2.0,nearest,max_capacity_utilization,0.988779733087736,0.05496785742576009,0.9667880099396987,1.0107714562357735,24
0.1,4.0,2.0,no_choice,served_fraction,0.26429441979810736,0.11453336864135097,0.21847152888818638,0.31011731070802834,24
0.1,4.0,2.0,no_choice,rerouted_fraction,0.0,0.0,0.0,0.0,24
0.1,4.0,2.0,no_choice,energy_weighted_extra_distance_km,0.0,0.0,0.0,0.0,24
