hour_index,timestamp_local,closure_fraction,closed_stations,demand_multiplier,distance_beta_per_km,loyalty_penalty,method,requested_kwh,served_kwh,unserved_kwh,served_fraction,rerouted_kwh,rerouted_fraction,energy_weighted_extra_distance_km,max_capacity_utilization,stations_at_capacity
44103,2023-01-13T08:00,0.1,5,4.0,1.0,2.0,logit,319.8174457550049,319.8174457550049,8.881784197001252e-15,1.0,230.14672674294545,0.719619050798275,1.3606052477533572,1.0000000000000004,6
44103,2023-01-13T08:00,0.1,5,4.0,1.0,2.0,coordinated,319.8174457550049,319.8174457550049,7.105427357601002e-15,1.0,210.76810613250757,0.6590262943128056,1.0386229298712355,1.0000000000000007,26
44103,2023-01-13T08:00,0.1,5,4.0,2.0,2.0,no_choice,319.8174457550049,109.04933962249726,210.76810613250763,0.34097370568719426,0.0,0.0,0.0,1.0,6
44103,2023-01-13T08:00,0.1,5,4.0,2.0,2.0,nearest,319.8174457550049,319.8174457550049,0.0,1.0,236.6746690902713,0.7400305150069116,1.0389019597179836,1.0,25
44103,2023-01-13T08:00,0.1,5,4.0,2.0,2.0,logit,319.8174457550049,319.8174457550049,2.1316282072803006e-14,1.0,224.44945111592375,0.7018049018122123,1.2193170530404949,1.0000000000000002,10
44103,2023-01-13T08:00,0.1,5,4.0,2.0,2.0,coordinated,319.8174457550049,319.8174457550049,7.105427357601002e-15,1.0,210.7681061325076,0.6590262943128057,1.0386229298712355,1.0000000000000007,26
44103,2023-01-13T08:00,0.2,10,1.0,0.5,2.0,no_choice,79.95436143875122,27.09120054244995,52.86316089630127,0.3388333050874664,0.0,0.0,0.0,1.0,1
44103,2023-01-13T08:00,0.2,10,1.0,0.5,2.0,nearest,79.95436143875122,79.95436143875122,0.0,1.0,68.74872989654541,0.8598496524696799,0.48620187677749865,1.0,4
44103,2023-01-13T08:00,0.2,10,1.0,0.5,2.0,logit,79.95436143875122,79.95436143875122,2.220446049250313e-15,1.0,66.30320929915383,0.8292631959789359,1.7084826286460097,0.6307053715894242,0
44103,2023-01-13T08:00,0.2,10,1.0,0.5,2.0,coordinated,79.95436143875122,79.95436143875122,0.0,1.0,52.86316089630127,0.6611666949125335,0.48620187677749865,1.0,4
44103,2023-01-13T08:00,0.2,10,1.0,1.0,2.0,no_choice,79.95436143875122,27.09120054244995,52.86316089630127,0.3388333050874664,0.0,0.0,0.0,1.0,1
44103,2023-01-13T08:00,0.2,10,1.0,1.0,2.0,nearest,79.95436143875122,79.95436143875122,0.0,1.0,68.74872989654541,0.8598496524696799,0.48620187677749865,1.0,4
44103,2023-01-13T08:00,0.2,10,1.0,1.0,2.0,logit,79.95436143875122,79.95436143875122,5.329070518200751e-15,1.0,60.45388233977887,0.7561048734794709,0.9959659600586417,0.9999999999999999,1
44103,2023-01-13T08:00,0.2,10,1.0,1.0,2.0,coordinated,79.95436143875122,79.95436143875122,0.0,1.0,52.86316089630127,0.6611666949125335,0.48620187677749865,1.0,4
44103,2023-01-13T08:00,0.2,10,1.0,2.0,2.0,no_choice,79.95436143875122,27.09120054244995,52.86316089630127,0.3388333050874664,0.0,0.0,0.0,1.0,1
44103,2023-01-13T08:00,0.2,10,1.0,2.0,2.0,nearest,79.95436143875122,79.95436143875122,0.0,1.0,68.74872989654541,0.8598496524696799,0.48620187677749865,1.0,4
44103,2023-01-13T08:00,0.2,10,1.0,2.0,2.0,logit,79.95436143875122,79.95436143875122,4.440892098500626e-15,1.0,60.424121833958395,0.7557326548126596,0.7601203367889062,0.9999999999999997,1
44103,2023-01-13T08:00,0.2,10,1.0,2.0,2.0,coordinated,79.95436143875122,79.95436143875122,0.0,1.0,52.86316089630127,0.6611666949125335,0.48620187677749865,1.0,4
44103,2023-01-13T08:00,0.2,10,2.0,0.5,2.0,no_choice,159.90872287750244,36.261154518127434,123.647568359375,0.22676157914102768,0.0,0.0,0.0,1.0,2
44103,2023-01-13T08:00,0.2,10,2.0,0.5,2.0,nearest,159.90872287750244,159.90872287750244,0.0,1.0,143.83931331634523,0.899508861855728,0.7831104339301131,1.0,11
44103,2023-01-13T08:00,0.2,10,2.0,0.5,2.0,logit,159.90872287750244,159.90872287750244,7.105427357601002e-15,1.0,136.14851466161562,0.8514139329716975,1.7623170266831578,1.0000000000000002,2
44103,2023-01-13T08:00,0.2,10,2.0,0.5,2.0,coordinated,159.90872287750244,159.90872287750244,0.0,1.0,123.647568359375,0.7732384208589723,0.7827953759908625,1.0000000000000002,12
44103,2023-01-13T08:00,0.2,10,2.0,1.0,2.0,no_choice,159.90872287750244,36.261154518127434,123.647568359375,0.22676157914102768,0.0,0.0,0.0,1.0,2
44103,2023-01-13T08:00,0.2,10,2.0,1.0,2.0,nearest,159.90872287750244,159.90872287750244,0.0,1.0,143.83931331634523,0.899508861855728,0.7831104339301131,1.0,11
44103,2023-01-13T08:00,0.2,10,2.0,1.0,2.0,logit,159.90872287750244,159.90872287750247,1.4210854715202004e-14,1.0000000000000002,132.59592725850518,0.8291975876768138,1.2006822966232464,1.0,2
44103,2023-01-13T08:00,0.2,10,2.0,1.0,2.0,coordinated,159.90872287750244,159.90872287750244,0.0,1.0,123.647568359375,0.7732384208589723,0.7827953759908625,1.0000000000000002,12
44103,2023-01-13T08:00,0.2,10,2.0,2.0,2.0,no_choice,159.90872287750244,36.261154518127434,123.647568359375,0.22676157914102768,0.0,0.0,0.0,1.0,2
44103,2023-01-13T08:00,0.2,10,2.0,2.0,2.0,nearest,159.90872287750244,159.90872287750244,0.0,1.0,143.83931331634523,0.899508861855728,0.7831104339301131,1.0,11
44103,2023-01-13T08:00,0.2,10,2.0,2.0,2.0,logit,159.90872287750244,159.90872287750244,1.4210854715202004e-14,1.0,133.0312301474672,0.831919783696699,0.9679030354314022,1.0,2
44103,2023-01-13T08:00,0.2,10,2.0,2.0,2.0,coordinated,159.90872287750244,159.90872287750244,0.0,1.0,123.647568359375,0.7732384208589723,0.7827953759908625,1.0000000000000002,12
44103,2023-01-13T08:00,0.2,10,4.0,0.5,2.0,no_choice,319.8174457550049,47.40735069274902,272.4100950622559,0.14823253491013516,0.0,0.0,0.0,1.0,3
44103,2023-01-13T08:00,0.2,10,4.0,0.5,2.0,nearest,319.8174457550049,319.8174457550049,7.105427357601002e-15,1.0,307.98488845825193,0.9630021518406559,1.4173889419225303,1.0,30
44103,2023-01-13T08:00,0.2,10,4.0,0.5,2.0,logit,319.8174457550049,319.8174457550049,1.0658141036401503e-14,1.0,290.024616274781,0.906844264202377,1.8974599828320946,1.0000000000000004,13
44103,2023-01-13T08:00,0.2,10,4.0,0.5,2.0,coordinated,319.8174457550049,319.8174457550049,0.0,1.0,272.4100950622559,0.8517674650898649,1.1969335934912289,1.0000000000000002,31
44103,2023-01-13T08:00,0.2,10,4.0,1.0,2.0,no_choice,319.8174457550049,47.40735069274902,272.4100950622559,0.14823253491013516,0.0,0.0,0.0,1.0,3
44103,2023-01-13T08:00,0.2,10,4.0,1.0,2.0,nearest,319.8174457550049,319.8174457550049,7.105427357601002e-15,1.0,307.98488845825193,0.9630021518406559,1.4173889419225303,1.0,30
44103,2023-01-13T08:00,0.2,10,4.0,1.0,2.0,logit,319.8174457550049,319.8174457550049,0.0,1.0,286.50426268002343,0.8958368797038643,1.4818310315441308,1.0000000000000002,18
44103,2023-01-13T08:00,0.2,10,4.0,1.0,2.0,coordinated,319.8174457550049,319.8174457550049,2.1316282072803006e-14,1.0,272.4100950622559,0.8517674650898649,1.1969335934912289,1.0000000000000018,31
44103,2023-01-13T08:00,0.2,10,4.0,2.0,2.0,no_choice,319.8174457550049,47.40735069274902,272.4100950622559,0.14823253491013516,0.0,0.0,0.0,1.0,3
44103,2023-01-13T08:00,0.2,10,4.0,2.0,2.0,nearest,319.8174457550049,319.8174457550049,7.105427357601002e-15,1.0,307.98488845825193,0.9630021518406559,1.4173889419225303,1.0,30
44103,2023-01-13T08:00,0.2,10,4.0,2.0,2.0,logit,319.8174457550049,319.8174457550049,1.0658141036401503e-14,1.0,287.005702536042,0.8974047737092548,1.313290012724664,1.0000000000000002,20
44103,2023-01-13T08:00,0.2,10,4.0,2.0,2.0,coordinated,319.8174457550049,319.8174457550049,0.0,1.0,272.4100950622559,0.8517674650898649,1.1969335934912289,1.0000000000000002,31
44103,2023-01-13T08:00,0.3,15,1.0,0.5,2.0,no_choice,79.95436143875122,20.028839302062988,59.92552213668823,0.250503398959743,0.0,0.0,0.0,1.0,1
44103,2023-01-13T08:00,0.3,15,1.0,0.5,2.0,nearest,79.95436143875122,79.95436143875122,0.0,1.0,63.21200437545777,0.7906010783899652,0.9671470534914954,1.0,5
44103,2023-01-13T08:00,0.3,15,1.0,0.5,2.0,logit,79.95436143875122,79.95436143875122,8.881784197001252e-15,1.0,69.08636183432625,0.8640724607281072,1.8677979243765008,0.6616557271130197,0
44103,2023-01-13T08:00,0.3,15,1.0,0.5,2.0,coordinated,79.95436143875122,79.95436143875122,0.0,1.0,59.92552213668823,0.749496601040257,0.9671470534914954,1.0,5
44103,2023-01-13T08:00,0.3,15,1.0,1.0,2.0,no_choice,79.95436143875122,20.028839302062988,59.92552213668823,0.250503398959743,0.0,0.0,0.0,1.0,1
44103,2023-01-13T08:00,0.3,15,1.0,1.0,2.0,nearest,79.95436143875122,79.95436143875122,0.0,1.0,63.21200437545777,0.7906010783899652,0.9671470534914954,1.0,5
44103,2023-01-13T08:00,0.3,15,1.0,1.0,2.0,logit,79.95436143875122,79.95436143875122,2.6645352591003757e-15,1.0,66.15049804084404,0.8273532156406304,1.3815944698590303,0.7712159442007788,0
44103,2023-01-13T08:00,0.3,15,1.0,1.0,2.0,coordinated,79.95436143875122,79.95436143875122,0.0,1.0,59.92552213668823,0.749496601040257,0.9671470534914954,1.0,5
44103,2023-01-13T08:00,0.3,15,1.0,2.0,2.0,no_choice,79.95436143875122,20.028839302062988,59.92552213668823,0.250503398959743,0.0,0.0,0.0,1.0,1
44103,2023-01-13T08:00,0.3,15,1.0,2.0,2.0,nearest,79.95436143875122,79.95436143875122,0.0,1.0,63.21200437545777,0.7906010783899652,0.9671470534914954,1.0,5
44103,2023-01-13T08:00,0.3,15,1.0,2.0,2.0,logit,79.95436143875122,79.95436143875122,4.440892098500626e-16,1.0,63.64456006755987,0.7960111108674738,1.1928658958347078,0.9466062203869346,0
44103,2023-01-13T08:00,0.3,15,1.0,2.0,2.0,coordinated,79.95436143875122,79.95436143875122,0.0,1.0,59.92552213668823,0.749496601040257,0.9671470534914954,1.0,5
44103,2023-01-13T08:00,0.3,15,2.0,0.5,2.0,no_choice,159.90872287750244,32.85767860412598,127.05104427337646,0.20547771261544312,0.0,0.0,0.0,1.0,1
44103,2023-01-13T08:00,0.3,15,2.0,0.5,2.0,nearest,159.90872287750244,159.90872287750244,0.0,1.0,143.83931331634523,0.899508861855728,1.102198040202742,1.0,13
44103,2023-01-13T08:00,0.3,15,2.0,0.5,2.0,logit,159.90872287750244,159.90872287750244,5.329070518200751e-15,1.0,140.00302247380304,0.8755183579388093,1.8786684792608739,1.0000000000000002,1
44103,2023-01-13T08:00,0.3,15,2.0,0.5,2.0,coordinated,159.90872287750244,159.90872287750244,0.0,1.0,127.05104427337646,0.7945222873845569,1.0793047976164747,1.0000000000000004,13
44103,2023-01-13T08:00,0.3,15,2.0,1.0,2.0,no_choice,159.90872287750244,32.85767860412598,127.05104427337646,0.20547771261544312,0.0,0.0,0.0,1.0,1
44103,2023-01-13T08:00,0.3,15,2.0,1.0,2.0,nearest,159.90872287750244,159.90872287750244,0.0,1.0,143.83931331634523,0.899508861855728,1.102198040202742,1.0,13
44103,2023-01-13T08:00,0.3,15,2.0,1.0,2.0,logit,159.90872287750244,159.90872287750244,3.552713678800501e-15,1.0,135.79421746221777,0.8491983115032599,1.394345935131611,1.0,1
44103,2023-01-13T08:00,0.3,15,2.0,1.0,2.0,coordinated,159.90872287750244,159.90872287750244,0.0,1.0,127.05104427337646,0.7945222873845569,1.0793047976164747,1.0000000000000004,13
44103,2023-01-13T08:00,0.3,15,2.0,2.0,2.0,no_choice,159.90872287750244,32.85767860412598,127.05104427337646,0.20547771261544312,0.0,0.0,0.0,1.0,1
44103,2023-01-13T08:00,0.3,15,2.0,2.0,2.0,nearest,159.90872287750244,159.90872287750244,0.0,1.0,143.83931331634523,0.899508861855728,1.102198040202742,1.0,13
44103,2023-01-13T08:00,0.3,15,2.0,2.0,2.0,logit,159.90872287750244,159.90872287750244,1.0658141036401503e-14,1.0,133.46848354033565,0.834654177324515,1.2157590980603044,0.9999999999999999,2
44103,2023-01-13T08:00,0.3,15,2.0,2.0,2.0,coordinated,159.90872287750244,159.90872287750244,0.0,1.0,127.05104427337646,0.7945222873845569,1.0793047976164747,1.0000000000000004,13
44103,2023-01-13T08:00,0.3,15,4.0,0.5,2.0,no_choice,319.8174457550049,41.873252105712744,277.9441936492922,0.13092860524497346,0.0,0.0,0.0,1.0,3
44103,2023-01-13T08:00,0.3,15,4.0,0.5,2.0,nearest,319.8174457550049,319.8174457550049,0.0,1.0,307.98488845825193,0.9630021518406559,2.0967220343194155,1.0,34
44103,2023-01-13T08:00,0.3,15,4.0,0.5,2.0,logit,319.8174457550049,319.8174457550049,1.4210854715202004e-14,1.0,294.6802327735163,0.9214013703281688,2.119546828087815,1.0000000000000002,34
44103,2023-01-13T08:00,0.3,15,4.0,0.5,2.0,coordinated,319.8174457550049,319.8174457550049,7.105427357601002e-15,1.0,277.9441936492921,0.8690713947550265,1.5277095209384397,1.0000000000000007,34
44103,2023-01-13T08:00,0.3,15,4.0,1.0,2.0,no_choice,319.8174457550049,41.873252105712744,277.9441936492922,0.13092860524497346,0.0,0.0,0.0,1.0,3
44103,2023-01-13T08:00,0.3,15,4.0,1.0,2.0,nearest,319.8174457550049,319.8174457550049,0.0,1.0,307.98488845825193,0.9630021518406559,2.0967220343194155,1.0,34
44103,2023-01-13T08:00,0.3,15,4.0,1.0,2.0,logit,319.8174457550049,319.8174457550049,1.0658141036401503e-14,1.0,291.14026734293634,0.9103326638596301,1.862497994150344,1.0000000000000002,34
44103,2023-01-13T08:00,0.3,15,4.0,1.0,2.0,coordinated,319.8174457550049,319.8174457550049,2.842170943040401e-14,1.0,277.9441936492921,0.8690713947550265,1.5277095209384397,1.0000000000000007,34
44103,2023-01-13T08:00,0.3,15,4.0,2.0,2.0,no_choice,319.8174457550049,41.873252105712744,277.9441936492922,0.13092860524497346,0.0,0.0,0.0,1.0,3
44103,2023-01-13T08:00,0.3,15,4.0,2.0,2.0,nearest,319.8174457550049,319.8174457550049,0.0,1.0,307.98488845825193,0.9630021518406559,2.0967220343194155,1.0,34
44103,2023-01-13T08:00,0.3,15,4.0,2.0,2.0,logit,319.8174457550049,319.8174457550049,2.4868995751603507e-14,1.0,288.3107835462321,0.9014854798355547,1.7793006988142734,1.0000000000000004,34
44103,2023-01-13T08:00,0.3,15,4.0,2.0,2.0,coordinated,319.8174457550049,319.8174457550049,2.842170943040401e-14,1.0,277.9441936492921,0.8690713947550265,1.5277095209384397,1.0000000000000007,34
44752,2023-02-09T09:00,0.1,5,1.0,0.5,2.0,no_choice,125.63688196241856,88.59833755493165,37.03854440748692,0.7051936992628792,0.0,0.0,0.0,1.0,2
44752,2023-02-09T09:00,0.1,5,1.0,0.5,2.0,nearest,125.63688196241856,125.63688196241856,0.0,1.0,54.26433185636997,0.4319140288168081,0.1145771417815604,1.0,4
44752,2023-02-09T09:00,0.1,5,1.0,0.5,2.0,logit,125.63688196241856,125.63688196241856,8.895661984809067e-15,1.0,77.55707629049023,0.6173113744870689,1.1237099593884616,0.9926879244923351,0
44752,2023-02-09T09:00,0.1,5,1.0,0.5,2.0,coordinated,125.63688196241856,125.63688196241856,0.0,1.0,37.03854440748692,0.29480630073712083,0.11457714178156041,1.0,5
44752,2023-02-09T09:00,0.1,5,1.0,1.0,2.0,no_choice,125.63688196241856,88.59833755493165,37.03854440748692,0.7051936992628792,0.0,0.0,0.0,1.0,2
44752,2023-02-09T09:00,0.1,5,1.0,1.0,2.0,nearest,125.63688196241856,125.63688196241856,0.0,1.0,54.26433185636997,0.4319140288168081,0.1145771417815604,1.0,4
44752,2023-02-09T09:00,0.1,5,1.0,1.0,2.0,logit,125.63688196241856,125.63688196241856,1.1546319456101628e-14,1.0,62.01936030773953,0.4936397603873298,0.4891010969170508,1.0000000000000002,1
44752,2023-02-09T09:00,0.1,5,1.0,1.0,2.0,coordinated,125.63688196241856,125.63688196241856,0.0,1.0,37.03854440748692,0.29480630073712083,0.11457714178156041,1.0,5
44752,2023-02-09T09:00,0.1,5,1.0,2.0,2.0,no_choice,125.63688196241856,88.59833755493165,37.03854440748692,0.7051936992628792,0.0,0.0,0.0,1.0,2
44752,2023-02-09T09:00,0.1,5,1.0,2.0,2.0,nearest,125.63688196241856,125.63688196241856,0.0,1.0,54.26433185636997,0.4319140288168081,0.1145771417815604,1.0,4
44752,2023-02-09T09:00,0.1,5,1.0,2.0,2.0,logit,125.63688196241856,125.63688196241856,7.105427357601002e-15,1.0,52.533722935323794,0.41813934025390787,0.25193442111122366,1.0000000000000002,2
44752,2023-02-09T09:00,0.1,5,1.0,2.0,2.0,coordinated,125.63688196241856,125.63688196241856,0.0,1.0,37.03854440748692,0.29480630073712083,0.11457714178156041,1.0,5
44752,2023-02-09T09:00,0.1,5,2.0,0.5,2.0,no_choice,251.2737639248371,120.01447570800752,131.2592882168296,0.4776243800124996,0.0,0.0,0.0,1.0,7
44752,2023-02-09T09:00,0.1,5,2.0,0.5,2.0,nearest,251.2737639248371,251.2737639248371,0.0,1.0,154.73739128232032,0.615811968847677,0.4606707287688291,1.0,18
44752,2023-02-09T09:00,0.1,5,2.0,0.5,2.0,logit,251.2737639248371,251.2737639248371,7.105427357601002e-15,1.0,172.60210478112256,0.6869085816406706,1.3168596367499523,1.0,4
44752,2023-02-09T09:00,0.1,5,2.0,0.5,2.0,coordinated,251.2737639248371,251.2737639248371,0.0,1.0,131.2592882168296,0.5223756199875004,0.4288187014266525,1.0000000000000004,17
44752,2023-02-09T09:00,0.1,5,2.0,1.0,2.0,no_choice,251.2737639248371,120.01447570800752,131.2592882168296,0.4776243800124996,0.0,0.0,0.0,1.0,7
44752,2023-02-09T09:00,0.1,5,2.0,1.0,2.0,nearest,251.2737639248371,251.2737639248371,0.0,1.0,154.73739128232032,0.615811968847677,0.4606707287688291,1.0,18
44752,2023-02-09T09:00,0.1,5,2.0,1.0,2.0,logit,251.2737639248371,251.2737639248371,8.881784197001252e-15,1.0,158.5442744294158,0.630962309606031,0.776234131647645,1.0000000000000002,6
44752,2023-02-09T09:00,0.1,5,2.0,1.0,2.0,coordinated,251.2737639248371,251.2737639248371,0.0,1.0,131.2592882168296,0.5223756199875004,0.4288187014266525,1.0000000000000004,17
44752,2023-02-09T09:00,0.1,5,2.0,2.0,2.0,no_choice,251.2737639248371,120.01447570800752,131.2592882168296,0.4776243800124996,0.0,0.0,0.0,1.0,7
44752,2023-02-09T09:00,0.1,5,2.0,2.0,2.0,nearest,251.2737639248371,251.2737639248371,0.0,1.0,154.73739128232032,0.615811968847677,0.4606707287688291,1.0,18
44752,2023-02-09T09:00,0.1,5,2.0,2.0,2.0,logit,251.2737639248371,251.27376392360523,1.2318981668091311e-09,0.9999999999950975,149.3722734359618,0.5944602854811991,0.6269561929843116,1.0000000000000002,7
44752,2023-02-09T09:00,0.1,5,2.0,2.0,2.0,coordinated,251.2737639248371,251.2737639248371,0.0,1.0,131.2592882168296,0.5223756199875004,0.4288187014266525,1.0000000000000004,17
44752,2023-02-09T09:00,0.1,5,4.0,0.5,2.0,no_choice,502.5475278496742,138.81940397644007,363.72812387323415,0.27623139361649546,0.0,0.0,0.0,1.0,8
44752,2023-02-09T09:00,0.1,5,4.0,0.5,2.0,nearest,502.5475278496742,478.6290160331712,23.91851181650304,0.9524054731323687,414.82618335342295,0.8666966887871954,1.4554811645537025,1.0,45
44752,2023-02-09T09:00,0.1,5,4.0,0.5,2.0,logit,502.5475278496742,478.6290160331713,23.918511816503006,0.9524054731323689,385.5481995848361,0.8055261730269101,1.8658062098438022,1.0000000000000002,45
44752,2023-02-09T09:00,0.1,5,4.0,0.5,2.0,coordinated,502.5475278496742,478.6290160331712,23.918511816503027,0.9524054731323687,339.8096120567311,0.7099645041853893,1.0371218615729467,1.0000000000000013,45
44752,2023-02-09T09:00,0.1,5,4.0,1.0,2.0,no_choice,502.5475278496742,138.81940397644007,363.72812387323415,0.27623139361649546,0.0,0.0,0.0,1.0,8
44752,2023-02-09T09:00,0.1,5,4.0,1.0,2.0,nearest,502.5475278496742,478.6290160331712,23.91851181650304,0.9524054731323687,414.82618335342295,0.8666966887871954,1.4554811645537025,1.0,45
44752,2023-02-09T09:00,0.1,5,4.0,1.0,2.0,logit,502.5475278496742,478.6290160331712,23.91851181650305,0.9524054731323687,370.3139393450489,0.7736972204781342,1.4722264529719045,1.0000000000000002,45
44752,2023-02-09T09:00,0.1,5,4.0,1.0,2.0,coordinated,502.5475278496742,478.6290160331712,23.91851181650304,0.9524054731323687,339.8096120567311,0.7099645041853893,1.0371218615729465,1.0000000000000004,45
44752,2023-02-09T09:00,0.1,5,4.0,2.0,2.0,no_choice,502.5475278496742,138.81940397644007,363.72812387323415,0.27623139361649546,0.0,0.0,0.0,1.0,8
44752,2023-02-09T09:00,0.1,5,4.0,2.0,2.0,nearest,502.5475278496742,478.6290160331712,23.91851181650304,0.9524054731323687,414.82618335342295,0.8666966887871954,1.4554811645537025,1.0,45
44752,2023-02-09T09:00,0.1,5,4.0,2.0,2.0,logit,502.5475278496742,478.6290160331712,23.91851181650304,0.9524054731323687,361.65147293679513,0.7555987222298512,1.312745702440357,1.0000000000000002,45
