hour_index,timestamp_local,station_index,station_id,traffic_multiplier,power_threat,communication_threat,arrival_rate_pps,backup_duration_s,nominal_service_rate_pps,degraded_service_rate_pps,effective_service_rate_pps,utilization,erasure_probability,algebraic_support,effective_action_fraction,generated_packets,arrival_attempts_including_retries,delivered_packets,buffer_drops,erasures,control_generated,control_delivered,control_failed,control_delivery_fraction,control_on_time_fraction,control_latency_mean_ms,control_latency_p95_ms,control_latency_p99_ms,attempt_drop_fraction
1282,2018-02-24T03:00,42,B042,0.5,0.0,0.0,4.0,0.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,473,476,473,0,3,29,29,0,1.0,1.0,32.07223897599894,87.16932268514198,173.65606857573184,0.0
1282,2018-02-24T03:00,43,B043,0.5,0.0,0.0,4.0,0.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,493,493,493,0,0,31,31,0,1.0,1.0,44.22610948908842,149.4665261003849,181.68176918973555,0.0
1282,2018-02-24T03:00,44,B044,0.5,0.0,0.0,4.0,0.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,510,510,510,0,0,13,13,0,1.0,1.0,66.1334091788445,150.4339580275669,157.63483724364076,0.0
1282,2018-02-24T03:00,45,B045,0.5,0.0,0.0,4.0,0.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,499,500,499,0,1,39,39,0,1.0,1.0,41.44041498102774,118.90445051701947,149.82178523765305,0.0
1282,2018-02-24T03:00,46,B046,0.5,0.0,0.0,4.0,0.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,462,463,462,0,1,20,20,0,1.0,1.0,52.08825095184524,138.90221232100726,174.38200776080208,0.0
1282,2018-02-24T03:00,47,B047,0.5,0.0,0.0,4.0,0.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,479,481,479,0,2,25,25,0,1.0,1.0,41.78317866032131,78.37815568695417,84.5825894623644,0.0
1282,2018-02-24T03:00,48,B048,0.5,0.0,0.0,4.0,0.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,466,469,466,0,3,23,23,0,1.0,1.0,24.33987618673571,46.31297155081597,76.67615060803753,0.0
1282,2018-02-24T03:00,49,B049,0.5,0.0,0.0,4.0,0.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,492,493,492,0,1,28,28,0,1.0,1.0,44.54922207155836,117.71847898922648,142.00881970401213,0.0
1282,2018-02-24T03:00,0,B000,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,483,483,483,0,0,26,26,0,1.0,1.0,44.719844102239136,111.08254915366899,119.30405652985598,0.0
1282,2018-02-24T03:00,1,B001,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,465,466,465,0,1,19,19,0,1.0,1.0,30.311445976902426,59.554105196872136,62.24270569813321,0.0
