mode,seed,epoch,train_loss,val_score,val_mae_demand,val_mae_energy,physics_loss,smooth_loss
plain,0,22,0.14893445981680042,0.2901550307869911,0.08987075835466385,0.8011370897293091,0.0,0.0
plain,0,23,0.1489380814515761,0.2901017591357231,0.08984038978815079,0.8010454773902893,0.0,0.0
plain,0,24,0.1489155977203028,0.2906383275985718,0.09006084501743317,0.8023099303245544,0.0,0.0
plain,0,25,0.1489000577126106,0.2902453914284706,0.08994104713201523,0.8012173771858215,0.0,0.0
plain,0,26,0.14891311700326681,0.2899673357605934,0.08982612937688828,0.8005648255348206,0.0,0.0
plain,0,27,0.14883387948039675,0.289672814309597,0.08978136628866196,0.7995657920837402,0.0,0.0
plain,0,28,0.14885255835787223,0.28870248794555664,0.08930990099906921,0.7975703477859497,0.0,0.0
plain,0,29,0.14883155196252532,0.2905460149049759,0.09002409875392914,0.802087664604187,0.0,0.0
plain,0,30,0.14880873159553012,0.29003550112247467,0.08991789817810059,0.8004704117774963,0.0,0.0
plain,0,31,0.14877379886860395,0.28828930854797363,0.08906546235084534,0.7968953847885132,0.0,0.0
plain,0,32,0.1487639360401752,0.2894742488861084,0.08965127170085907,0.7992919087409973,0.0,0.0
plain,0,33,0.1487523061733176,0.29000574350357056,0.08987753093242645,0.8005128502845764,0.0,0.0
plain,0,34,0.14873284166746767,0.28881753236055374,0.08931244164705276,0.7980203628540039,0.0,0.0
plain,0,35,0.14870663063369527,0.28914427757263184,0.08935627341270447,0.7991520166397095,0.0,0.0
plain,0,36,0.1486758002943366,0.28939901292324066,0.08971433341503143,0.7987387180328369,0.0,0.0
plain,0,37,0.14867030769369027,0.2906471863389015,0.09016638249158859,0.8019232153892517,0.0,0.0
plain,0,38,0.1486465304437345,0.28946223109960556,0.08978874236345291,0.7986939549446106,0.0,0.0
plain,0,39,0.14865168668057796,0.28989696502685547,0.0900769829750061,0.7992799282073975,0.0,0.0
plain,0,40,0.14858363296863805,0.28950677812099457,0.08970916271209717,0.7991904616355896,0.0,0.0
plain,1,1,0.15174205361926643,0.29122766852378845,0.09031762182712555,0.8036401867866516,0.0,0.0
plain,1,2,0.1498391147512589,0.2903969883918762,0.08977904915809631,0.8024717569351196,0.0,0.0
plain,1,3,0.14964059647852487,0.2917211130261421,0.09038691967725754,0.8053367733955383,0.0,0.0
plain,1,4,0.1495530944671074,0.2901611775159836,0.08977910876274109,0.80152827501297,0.0,0.0
plain,1,5,0.1494464793779554,0.29063957184553146,0.0899481549859047,0.8027656674385071,0.0,0.0
plain,1,6,0.1493896006667701,0.28967832773923874,0.0895564928650856,0.8004873394966125,0.0,0.0
plain,1,7,0.14936762335744216,0.2904377803206444,0.08981689065694809,0.8024835586547852,0.0,0.0
plain,1,8,0.14934226185300925,0.2900116443634033,0.08967925608158112,0.8013295531272888,0.0,0.0
plain,1,9,0.14931908064950122,0.2898845225572586,0.08963890373706818,0.8009824752807617,0.0,0.0
plain,1,10,0.14928944071714026,0.2897847220301628,0.08950012177228928,0.8011384010314941,0.0,0.0
plain,1,11,0.1492837644624014,0.2901598885655403,0.0897299125790596,0.8017199039459229,0.0,0.0
plain,1,12,0.14926565639729047,0.29016024619340897,0.08977798372507095,0.801529049873352,0.0,0.0
plain,1,13,0.14921293097690944,0.2901281863451004,0.08982086181640625,0.8012292981147766,0.0,0.0
plain,1,14,0.14922218133498283,0.29105202853679657,0.09012281894683838,0.8037168383598328,0.0,0.0
plain,1,15,0.14917232514950482,0.2899063900113106,0.08961712568998337,0.8011570572853088,0.0,0.0
plain,1,16,0.14910372406461814,0.29043763130903244,0.0898481085896492,0.802358090877533,0.0,0.0
plain,1,17,0.14910505309592198,0.2901604175567627,0.08988338708877563,0.8011081218719482,0.0,0.0
plain,1,18,0.1490723223146731,0.29072295129299164,0.09005799889564514,0.802659809589386,0.0,0.0
plain,1,19,0.14906081002559105,0.291172057390213,0.09035813808441162,0.8032556772232056,0.0,0.0
plain,1,20,0.1490377173589094,0.2898932620882988,0.08969671279191971,0.8007861971855164,0.0,0.0
plain,1,21,0.14902084456743114,0.290402427315712,0.09005153179168701,0.8014035820960999,0.0,0.0
plain,1,22,0.1490083406441403,0.29059961438179016,0.09018896520137787,0.8016425967216492,0.0,0.0
plain,1,23,0.14899346080139605,0.29075321555137634,0.09007725119590759,0.802703857421875,0.0,0.0
plain,1,24,0.14894156185162327,0.2898162379860878,0.08971553295850754,0.800402820110321,0.0,0.0
plain,1,25,0.14894262358655025,0.29138822108507156,0.09036842733621597,0.8040791749954224,0.0,0.0
plain,1,26,0.14891745867955425,0.28967248648405075,0.08966661244630814,0.8000234961509705,0.0,0.0
plain,1,27,0.14892355412462333,0.29008080065250397,0.08997057378292084,0.8004409074783325,0.0,0.0
plain,1,28,0.14889153381333733,0.29010335355997086,0.0899626687169075,0.8005627393722534,0.0,0.0
plain,1,29,0.1488913653867088,0.2917294129729271,0.09071428328752518,0.8040605187416077,0.0,0.0
plain,1,30,0.14885597621654942,0.2895294725894928,0.08952276408672333,0.8000268340110779,0.0,0.0
plain,1,31,0.148857987492624,0.290276363492012,0.09003110229969025,0.8009810447692871,0.0,0.0
plain,1,32,0.14882686772268183,0.29062236845493317,0.08999320864677429,0.8025166392326355,0.0,0.0
plain,1,33,0.14881043739780023,0.29025571048259735,0.08993960916996002,0.8012644052505493,0.0,0.0
plain,1,34,0.14878730910972957,0.29052475839853287,0.09012686461210251,0.8015915751457214,0.0,0.0
plain,1,35,0.148787291054308,0.29079755395650864,0.0902147963643074,0.8023310303688049,0.0,0.0
plain,1,36,0.14873270005205252,0.2902770936489105,0.09008577466011047,0.8007652759552002,0.0,0.0
plain,1,37,0.14871961433086953,0.2902834191918373,0.09012360125780106,0.800639271736145,0.0,0.0
plain,1,38,0.1486915771978615,0.2898721396923065,0.08955603837966919,0.8012644052505493,0.0,0.0
plain,1,39,0.14870840028254656,0.2904864698648453,0.09015753865242004,0.8013157248497009,0.0,0.0
plain,1,40,0.14868899570764416,0.289450965821743,0.08950234204530716,0.7997944951057434,0.0,0.0
plain,2,1,0.15151773730333704,0.2911238521337509,0.09019249677658081,0.8037254214286804,0.0,0.0
plain,2,2,0.14971460026763653,0.289909690618515,0.08969105780124664,0.8008745312690735,0.0,0.0
plain,2,3,0.1495632543398516,0.29186586290597916,0.0904727503657341,0.8055724501609802,0.0,0.0
plain,2,4,0.1494772725187949,0.29053907096385956,0.089867502450943,0.8026862740516663,0.0,0.0
plain,2,5,0.14940868557369621,0.2904811054468155,0.0898580551147461,0.8024922013282776,0.0,0.0
plain,2,6,0.14938653102756416,0.2914820909500122,0.09026364982128143,0.8048737645149231,0.0,0.0
plain,2,7,0.1493503606885019,0.29021503031253815,0.08986671268939972,0.8013932704925537,0.0,0.0
plain,2,8,0.14932283824377687,0.289761483669281,0.08953225612640381,0.8009169101715088,0.0,0.0
plain,2,9,0.14930182477853593,0.29013096541166306,0.08977090567350388,0.8014402389526367,0.0,0.0
plain,2,10,0.1492610231150676,0.29018809646368027,0.0897490605711937,0.8017561435699463,0.0,0.0
plain,2,11,0.14924328888419772,0.29105469584465027,0.0902702808380127,0.8031376600265503,0.0,0.0
plain,2,12,0.14920559732148247,0.2900157794356346,0.08978591114282608,0.8009194731712341,0.0,0.0
plain,2,13,0.14913655746809756,0.28988166898489,0.08967607468366623,0.800822377204895,0.0,0.0
plain,2,14,0.14911606559788224,0.2898265942931175,0.08967629820108414,0.8006011843681335,0.0,0.0
plain,2,15,0.149092938560639,0.28961366415023804,0.0896722674369812,0.7997655868530273,0.0,0.0
plain,2,16,0.14911472732133238,0.28974417597055435,0.08973472565412521,0.8000378012657166,0.0,0.0
plain,2,17,0.1490592633503197,0.29014963656663895,0.08981537073850632,0.8013370633125305,0.0,0.0
plain,2,18,0.14904526572157867,0.2905089408159256,0.09004189074039459,0.801868200302124,0.0,0.0
plain,2,19,0.1490330888624609,0.28984134644269943,0.089737169444561,0.8004167079925537,0.0,0.0
plain,2,20,0.14901559903238812,0.2906806915998459,0.09019456803798676,0.8019444942474365,0.0,0.0
plain,2,21,0.1489812723041451,0.2897230237722397,0.08981135487556458,0.7996466755867004,0.0,0.0
plain,2,22,0.14898750142459452,0.2893340736627579,0.08958597481250763,0.798992395401001,0.0,0.0
plain,2,23,0.1489434166655053,0.2889387905597687,0.08946889638900757,0.7978795766830444,0.0,0.0
plain,2,24,0.14894916758920154,0.28946635872125626,0.0895674005150795,0.799595832824707,0.0,0.0
plain,2,25,0.1489422978819722,0.29072611778974533,0.09011325985193253,0.8024514317512512,0.0,0.0
plain,2,26,0.14895516220670546,0.28996552526950836,0.08980055153369904,0.8006598949432373,0.0,0.0
plain,2,27,0.14890216464978934,0.2896227613091469,0.08975294977426529,0.7994792461395264,0.0,0.0
plain,2,28,0.1489068767885222,0.289700448513031,0.08984865248203278,0.7994071841239929,0.0,0.0
plain,2,29,0.14889374484110923,0.28946176171302795,0.08961153030395508,0.7994009256362915,0.0,0.0
plain,2,30,0.14887237646718965,0.2903999239206314,0.09003199636936188,0.8014717102050781,0.0,0.0
plain,2,31,0.14885246231608149,0.2899334356188774,0.08978242427110672,0.8006040453910828,0.0,0.0
plain,2,32,0.1488351622854706,0.2895229011774063,0.08970287442207336,0.7992801070213318,0.0,0.0
plain,2,33,0.1488097499321847,0.29012031108140945,0.08979778736829758,0.8012900948524475,0.0,0.0
plain,2,34,0.14880335896554656,0.29013393074274063,0.08989828079938889,0.800942599773407,0.0,0.0
plain,2,35,0.14876478518882807,0.2896787077188492,0.08974100649356842,0.799750804901123,0.0,0.0
plain,2,36,0.14877335324774693,0.29031623154878616,0.09012717753648758,0.8007562160491943,0.0,0.0
plain,2,37,0.1487504198168316,0.2896914407610893,0.08978535979986191,0.7996243238449097,0.0,0.0
plain,2,38,0.14871329341056574,0.2904791533946991,0.0900530219078064,0.8017045259475708,0.0,0.0
plain,2,39,0.14868359452616559,0.2897236496210098,0.08974848687648773,0.7999006509780884,0.0,0.0
plain,2,40,0.1486930154318357,0.29024171084165573,0.0900094136595726,0.8009291887283325,0.0,0.0
