policy,comparator,group,metric,direction,n_pairs,policy_mean,comparator_mean,mean_difference_pc_minus_comparator,mean_difference_policy_minus_comparator,mean_difference_bootstrap_ci95_low,mean_difference_bootstrap_ci95_high,relative_reduction_percent,paired_cohens_dz,paired_t_p,wilcoxon_p,primary_family,holm_p_primary_paired_t,holm_p_primary_wilcoxon
robust_pc_rollout,forecast_matched,all,cost,lower,1024,1013.1077622429037,1010.9764077262482,2.131354516655561,2.131354516655561,0.059430401714372555,4.180120930470629,-0.21082139013007398,0.06348406384957486,0.04246338952327705,0.06566084239020062,True,0.12739016856983115,0.13132168478040124
robust_pc_rollout,forecast_matched,all,mobility_delay,lower,1024,5.574280856206923,5.530711627776528,0.04356922843039488,0.04356922843039488,-0.03496955240698706,0.12756637553378042,-0.7877689411897743,0.03296217152050405,0.29177065929671386,0.003991994175490966,False,,
robust_pc_rollout,forecast_matched,all,unserved_energy,lower,1024,274.1578328853866,274.1940580010705,-0.036225115683919284,-0.036225115683919284,-0.1497085791779682,0.07680391392132148,0.013211488224072986,-0.019570053069738153,0.531296123882181,1.0952489805119117e-07,False,,
robust_pc_rollout,forecast_matched,all,comm_loss,lower,1024,79.31211199396057,78.90140098809206,0.4107110058685066,0.4107110058685066,-0.0350087542199617,0.8813985865199353,-0.5205370256105996,0.05451999220294915,0.08134789809829357,0.5650889816851201,False,,
robust_pc_rollout,forecast_matched,all,power_service_loss,lower,1024,24.90932366672871,24.501440512918848,0.40788315380986373,0.40788315380986373,0.06769366793140134,0.7610870051840132,-1.664731318939389,0.07025300845874893,0.024782343824614632,0.542965823615343,False,,
robust_pc_rollout,forecast_matched,all,min_voltage_pu,higher,1024,0.9889901991635396,0.9889888300232441,1.36914029544603e-06,1.36914029544603e-06,-2.353039278400813e-07,3.1519547003780863e-06,-0.00013843839827936696,0.05018275843168028,0.10861586722776154,3.660572595593345e-08,False,,
robust_pc_rollout,forecast_matched,all,voltage_violation_pu_hours,lower,1024,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,1.0,1.0,False,,
robust_pc_rollout,forecast_matched,all,thermal_overload_pu_hours,lower,1024,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,1.0,1.0,False,,
robust_pc_rollout,forecast_matched,all,losses_mwh,lower,1024,0.8427698632823913,0.84276848412926,1.379153131348342e-06,1.379153131348342e-06,-3.7675298237154623e-06,6.439711774231015e-06,-0.0001636455512184072,0.0164022951394889,0.5997848937434421,2.3411061446872767e-10,False,,
robust_pc_rollout,forecast_matched,all,mean_smartds_projection_fraction,higher,1024,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,1.0,False,,
robust_pc_rollout,forecast_matched,all,smartds_curtailed_energy_kwh,lower,1024,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,1.0,1.0,False,,
robust_pc_rollout,forecast_matched,all,crew_completion_fraction,higher,1024,0.8232706697233647,0.8178948072802286,0.005375862443136044,0.005375862443136044,0.00396603182560448,0.0068858637416001735,-0.6572804222846907,0.22963924378033493,4.0946458067862365e-13,2.2878907896879197e-12,False,,
robust_pc_rollout,forecast_matched,all,crew_mean_completion_h,lower,1024,3.0791443831432876,3.1160135349699267,-0.03686915182663896,-0.03686915182663896,-0.05080259291196202,-0.024203945336869294,1.1832153940562005,-0.16796094449028362,9.498013704309438e-08,0.023841304676179863,False,,
robust_pc_rollout,forecast_matched,all,crew_total_travel_h,lower,1024,2.929296875,2.9544921874999996,-0.025195312500000004,-0.025195312500000004,-0.043798828124999994,-0.007502441406250014,0.8527797977126994,-0.08441359820784275,0.007022435487428647,0.006861625630275247,False,,
robust_pc_rollout,forecast_matched,all,latency_ms,lower,1024,191.68738722123635,46.715961265817896,144.97142595541845,144.97142595541845,144.06513062429931,145.86955240264388,-310.325255067574,9.937709920052963,0.0,4.0561928102046334e-169,False,,
robust_pc_rollout,forecast_matched,nominal,cost,lower,256,604.1242531145399,604.1319464026844,-0.007693288144708177,-0.007693288144708177,-0.023066135131873805,0.009404050683173595,0.0012734450132157408,-0.05738147778627653,0.3594321670076015,5.218465802049178e-05,True,0.3594321670076015,0.00020873863208196712
robust_pc_rollout,forecast_matched,nominal,mobility_delay,lower,256,1.265505464608819,1.2655345396020923,-2.9074993273064953e-05,-2.9074993273064953e-05,-0.0005405545761274722,0.0004338796433769864,0.002297447628905227,-0.00729886966163357,0.907124798057754,0.1124070690844829,False,,
robust_pc_rollout,forecast_matched,nominal,unserved_energy,lower,256,228.66971781785833,228.6723127104342,-0.0025948925758711994,-0.0025948925758711994,-0.00852672236651415,0.0038378493438358404,0.0011347646530155532,-0.051914576926619084,0.40695787627994695,4.383382347176098e-06,False,,
robust_pc_rollout,forecast_matched,nominal,comm_loss,lower,256,4.274215973855462,4.274731182376854,-0.0005152085213921964,-0.0005152085213921964,-0.0015333646078943275,0.0003377798231667834,0.01205241919108766,-0.06745831818842482,0.2814591057939688,0.000869784739907542,False,,
robust_pc_rollout,forecast_matched,nominal,power_service_loss,lower,256,0.00037680279926479115,0.0004053407826395875,-2.8537983374796335e-05,-2.8537983374796335e-05,-7.385435401560947e-05,8.782051695302818e-06,7.040491506666663,-0.08488986696770624,0.17558866576838122,0.9502425155250653,False,,
robust_pc_rollout,forecast_matched,nominal,min_voltage_pu,higher,256,0.9888645197560044,0.9888647227091344,-2.029531300240528e-07,-2.029531300240528e-07,-5.857474496264066e-07,-2.4285875084399755e-09,2.0523851783086575e-05,-0.068729663666998,0.27251100042145193,0.003584829754901309,False,,
