policy,group,n,cost_mean,cost_ci95,mobility_delay_mean,mobility_delay_ci95,unserved_energy_mean,unserved_energy_ci95,comm_loss_mean,comm_loss_ci95,feeder_margin_exceedance_mean,feeder_margin_exceedance_ci95,power_service_loss_mean,power_service_loss_ci95,peak_risk_mean,peak_risk_ci95,service_continuity_mean,service_continuity_ci95,min_voltage_pu_mean,min_voltage_pu_ci95,voltage_violation_pu_hours_mean,voltage_violation_pu_hours_ci95,voltage_violating_bus_hours_mean,voltage_violating_bus_hours_ci95,thermal_overload_pu_hours_mean,thermal_overload_pu_hours_ci95,thermal_overloaded_branch_hours_mean,thermal_overloaded_branch_hours_ci95,losses_mwh_mean,losses_mwh_ci95,latency_ms_mean,latency_ms_ci95,mean_control_action_fraction_mean,mean_control_action_fraction_ci95,requested_restoration_mean,requested_restoration_ci95,executed_restoration_mean,executed_restoration_ci95,requested_charge_capacity_mean,requested_charge_capacity_ci95,executed_charge_capacity_mean,executed_charge_capacity_ci95,mean_smartds_projection_fraction_mean,mean_smartds_projection_fraction_ci95,smartds_curtailed_energy_kwh_mean,smartds_curtailed_energy_kwh_ci95,smartds_raw_infeasible_hours_mean,smartds_raw_infeasible_hours_ci95,smartds_projected_infeasible_hours_mean,smartds_projected_infeasible_hours_ci95,crew_job_count_mean,crew_job_count_ci95,crew_jobs_dispatched_mean,crew_jobs_dispatched_ci95,crew_jobs_completed_mean,crew_jobs_completed_ci95,crew_completion_fraction_mean,crew_completion_fraction_ci95,crew_mean_completion_h_mean,crew_mean_completion_h_ci95,crew_total_travel_h_mean,crew_total_travel_h_ci95
forecast_matched,cascade,256,1072.5286114454502,83.41186625078952,6.534425215721611,0.7256894919356847,307.5866537906113,27.928579795066288,71.00324484030716,3.7710165321915485,0.0,0.0,28.85109861272808,2.897090624800085,56.017698753625154,2.948147749725537,0.744604021094669,0.029326890305502697,0.9890790010248807,2.24387908403523e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8426475497856499,0.00016697357196927034,47.41518684962406,0.6460749957929658,0.9880522935030361,0.0007061518887552383,34.74609375,0.3187489762034212,27.00390625,0.31824086100788956,176.60250090062618,3.625557025515899e-07,170.3922143727541,0.49751528615967766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.74609375,0.3187489762034212,32.7421875,0.35412462787557536,27.00390625,0.31824086100788956,0.7786024685018531,0.007949622942027595,3.411172749951464,0.08085032768258447,3.3326171875,0.09505475152812844
forecast_matched,nominal,256,604.1319464026845,65.23891809519418,1.2655345396020923,0.17221826943863683,228.6723127104342,24.670927439545743,4.274731182376854,0.5709555761383979,0.0,0.0,0.0004053407826395875,0.00011480325550388467,38.17593472920955,2.323838992012428,0.8716695040728009,0.03381641102403587,0.9888647227091344,3.959974850863451e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8433822456413028,0.00020880716828972803,44.559760030097095,0.6584863288236211,1.0,0.0,18.09765625,0.684959444620159,16.796875,0.5721864977208214,176.60250060260296,3.9993385920281334e-07,176.60250060260296,3.9993385920281334e-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09765625,0.684959444620159,18.09765625,0.684959444620159,16.796875,0.5721864977208214,0.9376097514822207,0.007921369035033888,2.180166516895269,0.08054172922113068,1.8365885416666667,0.08664381174632318
forecast_matched,ood,256,1664.8330234708264,93.29024756341573,12.313033484754897,1.3701349511709155,297.9185001825099,27.586759466076465,234.1470365622081,7.960643896542643,0.0,0.0,65.53634922373129,6.517453910601271,69.41499419510365,3.297288463747708,0.5952164050731502,0.029861303466926153,0.98905274125763,2.4684208737735744e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8417945573493772,0.00014180271198191256,47.308436265969554,0.7314931587692423,0.9560820778521398,0.001800431499492311,35.796875,0.09985521841450172,26.3984375,0.2555066026628064,176.60250101983547,3.8524421484753435e-07,156.4664509743452,0.9891665557622752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.796875,0.09985521841450172,31.3359375,0.21494684758935856,26.3984375,0.2555066026628064,0.7376804388208118,0.0071686109189888145,3.304827151598602,0.07074658733340541,3.2535807291666665,0.0730006960176903
forecast_matched,single_domain,256,702.4120495860316,71.02496111478386,2.009853271027512,0.2560794194920638,262.59876532072667,26.595691186267473,6.180591367476154,0.7581418032366909,0.0,0.0,3.617908874433369,0.9522734575204989,41.09969305590251,2.463319634182781,0.8449189308007566,0.03526519647380247,0.9889588551013313,3.7157043837207556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8432495837407098,0.00020482142394835726,47.580461917580884,0.7712758700148419,0.9993455345587184,0.00013057002247538854,33.22265625,0.46550686410541636,27.04296875,0.3923996734630591,176.60250090062618,4.194960365841794e-07,176.31327236443758,0.06579610272752137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.22265625,0.46550686410541636,33.125,0.4680089763677448,27.04296875,0.3923996734630591,0.8176865703160286,0.009417624624230007,3.567887721434371,0.0880123559887371,3.3951822916666665,0.10596219604237984
greedy,cascade,256,1074.1458323653787,83.46911659388093,6.483855394485331,0.7193624813543744,307.81067576567875,27.932092986528573,71.24395284475759,3.8291176498352146,0.0,0.0,29.179900294734058,2.928028667178158,55.74717826768756,2.9164485072025306,0.7449886843053019,0.02930897535048179,0.9890790212422622,2.2577540984855723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8426384259614955,0.0001667139216353272,0.7973637320901616,0.03825373015731587,0.9879852423522001,0.0007003545231330638,34.74609375,0.3187489762034212,27.00390625,0.3197167719130385,176.602500975132,3.735395581966579e-07,170.3532858788967,0.4936181488818296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.74609375,0.3187489762034212,32.7421875,0.35412462787557536,27.00390625,0.3197167719130385,0.778450641788896,0.007792368404389498,3.407852599143838,0.08087325763585884,3.3153645833333334,0.0904801200660213
greedy,nominal,256,604.1319464026845,65.23891809519418,1.2655345396020923,0.17221826943863683,228.6723127104342,24.670927439545743,4.274731182376854,0.5709555761383979,0.0,0.0,0.0004053407826395875,0.00011480325550388467,38.17593472920955,2.323838992012428,0.8716695040728009,0.03381641102403587,0.9888647346390955,3.959989657686107e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8433813842366588,0.00020878129347662446,0.5495977159929074,0.01537566041638029,1.0,0.0,18.09765625,0.684959444620159,16.796875,0.5721864977208214,176.60250060260296,3.9993385920281334e-07,176.60250060260296,3.9993385920281334e-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09765625,0.684959444620159,18.09765625,0.684959444620159,16.796875,0.5721864977208214,0.9376097514822207,0.007921369035033888,2.180166516895269,0.08054172922113068,1.8365885416666667,0.08664381174632318
greedy,ood,256,1667.130107395351,93.49408587907796,12.261959354039607,1.3843748021957536,298.1413668640016,27.59910845624945,234.61083448911086,7.988542890439277,0.0,0.0,66.04639075291703,6.578332611551137,69.54857560992241,3.313055149842848,0.5984436720276922,0.029719776738968542,0.9890538744284515,2.457971017139462e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8417833257005088,0.00014105007577822347,0.7929910192009023,0.03894119588567708,0.9560220818190525,0.0018105072642384992,35.796875,0.09985521841450172,26.3515625,0.26266147504892573,176.60250099003315,4.048551818214863e-07,156.4033628925681,0.9823114924556877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.796875,0.09985521841450172,31.3359375,0.21494684758935856,26.3515625,0.26266147504892573,0.7363104329586184,0.007280281325933192,3.3165036742416274,0.07253043648474165,3.2554036458333333,0.07132290481935809
greedy,single_domain,256,702.1618942855864,71.01080112845985,2.00622344889475,0.2567135448554985,262.54616555187386,26.595080928202844,6.168207852926571,0.7544420651688748,0.0,0.0,3.5541776369206444,0.9549732276286108,41.059961434160265,2.4600625449080127,0.8449931449964471,0.03526856084950052,0.9889584651100353,3.7168266561427554e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8432513606546426,0.00020488627657772027,0.806140750682971,0.03828608549783449,0.9993537012099599,0.0001310218850673727,33.22265625,0.46550686410541636,27.05859375,0.393118400879609,176.60250099003315,4.2698861732508473e-07,176.31969583779573,0.06355205663391275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.22265625,0.46550686410541636,33.125,0.4680089763677448,27.05859375,0.393118400879609,0.8181477123959666,0.009507589443702082,3.5633021288507196,0.08808001975899277,3.4164713541666667,0.10916683370084773
oracle,cascade,256,980.8221421820344,79.5253385377511,4.022427912271657,0.5094481265942813,273.6214348003268,27.02876200640938,69.51251401240006,3.4906936131005306,0.0,0.0,25.55203076578363,2.678555144378905,51.454425271600485,3.0277574758942714,0.8088203239264581,0.0316234148898219,0.9890231493969769,2.7675210705073627e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.844080107142766,0.00021976242946330831,7.33277076081625,0.23028575891583775,0.9876461997240161,0.0007814153093552162,34.74609375,0.3187489762034212,26.94921875,0.308412759967671,176.60250113904476,4.558168280750637e-07,169.7617270052433,0.6051864622045351,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.74609375,0.3187489762034212,32.7421875,0.35412462787557536,26.94921875,0.308412759967671,0.7770948022460953,0.007692971764726862,3.4556507428908074,0.07994032468562683,3.3546875,0.09251584550989748
oracle,nominal,256,487.09754952711444,61.55243167258436,0.058462773829518165,0.013635144547886387,187.2673073192127,23.66352516555568,0.042969611822627485,0.015807670282013034,0.0,0.0,0.0002711187212916486,9.442979330695686e-05,30.686451461318235,2.5790947447839927,0.9074921916367829,0.03501023467115741,0.9886778215306112,5.454962031257099e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8451890794114304,0.00028675402077968755,7.259853511641268,0.22946981852323262,1.0,0.0,18.09765625,0.684959444620159,16.765625,0.5663198175263154,176.60250093787909,5.437351288162007e-07,176.60250093787909,5.437351288162007e-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09765625,0.684959444620159,18.09765625,0.684959444620159,16.765625,0.5663198175263154,0.9368070663062892,0.00839083449741345,2.344852330914292,0.08841362353853517,1.8798828125,0.08532076928497737
