forecast,condition,group,policy,comparator,n,proposed_mean,reference_mean,difference,ci_low,ci_high,reduction_percent,paired_t_p,wilcoxon_p,holm_paired_t,holm_wilcoxon
weekly,matrix_scale_125,independent,protected_0.001,central,1024,498.75956302812034,498.7353280756378,0.024234952482447343,-0.10369644229412311,0.14508207402772202,-0.004859281289728866,0.6999560860350152,0.3136355176246769,1.0,1.0
weekly,matrix_scale_125,independent,observed,matched,1024,498.94832736308524,498.81958591141296,0.12874145167226064,-0.01683417487660591,0.2823562342654452,-0.025809221471733524,0.0930580818274157,0.021933977020469054,1.0,1.0
weekly,matrix_scale_125,independent,observed,central,1024,498.94832736308524,498.7353280756378,0.21299928744738245,0.12112604215380991,0.3149829776959199,-0.04270788040406858,1.5099840134345358e-05,6.053254513420545e-06,0.0019629792174648965,0.0007021775235567832
weekly,matrix_noise_015,published,central,matched,1024,525.1500561223332,525.9187230686948,-0.7686669463615667,-1.208336016978423,-0.37403614074405356,0.14615698446262856,0.0003472190933019107,5.251788275272687e-07,0.03923575754311591,6.512217461338132e-05
weekly,matrix_noise_015,published,robust,central,1024,525.926793047171,525.1500561223332,0.7767369248377652,0.3953479404074795,1.1987698526161452,-0.14790761531535,0.00014529307898189105,0.0007189539218444941,0.017289876398845036,0.07117643826260492
weekly,matrix_noise_015,published,protected_0.001,matched,1024,525.3624124747605,525.9187230686948,-0.5563105939344131,-0.9189914959820914,-0.26730484610074484,0.10577881515386713,0.0008937923248295919,3.5204407559387975e-06,0.09295440178227755,0.0004154120092007781
weekly,matrix_noise_015,published,protected_0.001,central,1024,525.3624124747605,525.1500561223332,0.21235635242715367,-0.0512366296804399,0.48462339082926204,-0.04043727120495355,0.1159417530560214,0.002238082425468306,1.0,0.20423596771878383
weekly,matrix_noise_015,independent,central,matched,1024,498.7362549217528,498.81958591141296,-0.08333098966021052,-0.18780522233592337,0.01633749818878634,0.01670563707075639,0.10949826629591501,0.5821861249573288,1.0,1.0
weekly,matrix_noise_015,independent,robust,central,1024,498.87219334003134,498.7362549217528,0.13593841827857192,-0.030662522115220733,0.3322917734095404,-0.02725657437915746,0.14159094067276948,0.259934838895196,1.0,1.0
weekly,matrix_noise_015,independent,protected_0.001,matched,1024,498.73738958213534,498.81958591141296,-0.08219632927762885,-0.15976785347950198,-0.012898270300554914,0.016478167978798322,0.028280186591558086,0.04080139504367253,1.0,1.0
weekly,matrix_noise_015,independent,protected_0.001,central,1024,498.73738958213534,498.7362549217528,0.00113466038258166,-0.06828242650364477,0.07414889287437851,-0.00022750709846824308,0.9749608724668365,0.5820238231489444,1.0,1.0
weekly,matrix_noise_015,independent,observed,matched,1024,498.94852862356134,498.81958591141296,0.1289427121484105,-0.00310895949838639,0.26613128548440507,-0.02584956882012044,0.056926805615569315,0.014561864772479182,1.0,1.0
weekly,matrix_noise_015,independent,observed,central,1024,498.94852862356134,498.7362549217528,0.21227370180862098,0.10351789231934783,0.3332977549678048,-0.04256231619694959,0.0002921950954402167,0.0005929017758657917,0.03360243597562492,0.05968967410081205
weekly,expanded_unsupported,published,central,matched,1024,649.9882677004325,649.7343535670354,0.25391413339704705,-0.4699438692014288,0.9943158903813548,-0.03907968418216781,0.49541214005759115,0.4127499648840671,1.0,1.0
weekly,expanded_unsupported,published,robust,central,1024,648.7602837645899,649.9882677004325,-1.227983935842615,-1.8867740423969106,-0.6188573332879728,0.1889240155344727,0.00014083118864262532,1.680877375549453e-05,0.016899742637115037,0.0018825826606153873
weekly,expanded_unsupported,published,protected_0.001,matched,1024,648.9143710601433,649.7343535670354,-0.8199825068921461,-1.2838064778532883,-0.40734585008805346,0.12620273229981607,0.0002606394001192562,1.079594165921431e-05,0.03023417041383372,0.001219941407491217
