forecast,condition,group,policy,mean_cost,q95,q99,es95,maximum_cost,positive_excess,worse_fraction,guard_acceptance,crew_completion_fraction,crew_mean_completion_h,crew_total_travel_h,communication_loss,raw_infeasible_hours,infeasible_hours,curtailed_energy_kwh
weekly,expanded_unsupported,published,protected_0.001,648.9143710601433,1960.633391571044,3136.0124890136713,2676.918335080146,4550.527587890625,0.2304348327584641,0.025390625,0.0908203125,0.8335710545907289,2.831023047746398,1.7195475260416666,109.16876444609807,0,0,0.0
weekly,expanded_unsupported,independent,matched,610.7864891773588,1864.006433105469,3095.952901611327,2595.4757990241046,4420.95361328125,0.0,0.0,0.0,0.8251216982299331,3.0084981138214957,1.7458170572916667,99.9308714826002,0,0,0.0
weekly,expanded_unsupported,independent,central,611.1374793528341,1869.5329109191887,3095.952901611327,2595.385319590568,4420.95361328125,0.7674029683768379,0.103515625,0.0,0.8283099875124108,2.972075025027036,1.7410807291666668,100.0370130815354,0,0,0.0
weekly,expanded_unsupported,independent,robust,610.9726563920453,1864.0039817810057,3095.952901611327,2600.3479763269415,4420.95361328125,0.7351147730432507,0.0859375,0.0,0.8281748822747665,2.9741738463637946,1.7404622395833333,100.01353809793,0,0,0.0
weekly,expanded_unsupported,independent,protected_0.001,610.6040781014763,1864.006433105469,3095.952901611327,2595.332272827625,4420.95361328125,0.05608538327015658,0.015625,0.0439453125,0.825831081848188,3.000591538861939,1.74423828125,99.89703985946471,0,0,0.0
weekly,expanded_unsupported,independent,observed,613.0293791691997,1869.5329109191887,3095.952901611327,2595.628056824207,4420.95361328125,2.5846980703978,0.12890625,0.0,0.8279024248745892,2.968013360402706,1.7425455729166668,100.38279371470708,0,0,0.0
weekly,zero_all_unsupported,published,matched,411.91459135657726,1384.113236618041,2644.0265701293933,2056.4374366551633,3427.5919799804688,0.0,0.0,0.0,0.8325066784762396,2.8442520406898835,1.7187825520833333,64.42067431957548,0,0,0.0
weekly,zero_all_unsupported,published,central,410.9653487194951,1384.1745586395252,2644.0265701293933,2055.6087181121106,3427.5919799804688,0.2519178382557356,0.1103515625,0.0,0.8347152819501646,2.8120938962200914,1.7250162760416667,64.10340979112516,0,0,0.0
weekly,zero_all_unsupported,published,robust,411.78909616908504,1389.0490341186521,2644.0265701293933,2057.3747362345453,3448.805969238281,0.6851432556255759,0.1357421875,0.0,0.8349095148526527,2.8256648438893444,1.7166829427083332,64.3402760562094,0,0,0.0
weekly,zero_all_unsupported,published,protected_0.001,411.35185733161427,1384.113236618041,2644.0265701293933,2055.908331289887,3427.5919799804688,0.03298713562890053,0.021484375,0.0908203125,0.8335710545907289,2.831023047746398,1.7195475260416666,64.24230878474918,0,0,0.0
weekly,zero_all_unsupported,independent,matched,397.3089262380295,1367.2843490600555,2584.241070251465,2013.872049212455,3295.1925354003906,0.0,0.0,0.0,0.8251216982299331,3.0084981138214957,1.7458170572916667,59.72216333356482,0,0,0.0
weekly,zero_all_unsupported,independent,central,397.2541815987428,1367.2838249206513,2584.241070251465,2013.5983411073678,3295.1925354003906,0.1329771138074423,0.0869140625,0.0,0.8283099875124108,2.972075025027036,1.7410807291666668,59.702344238903606,0,0,0.0
weekly,zero_all_unsupported,independent,robust,397.5298392814533,1367.2838249206513,2584.241070251465,2016.9983892738812,3295.1925354003906,0.40674309040639445,0.0830078125,0.0,0.8281748822747665,2.9741738463637946,1.7404622395833333,59.802893384308845,0,0,0.0
weekly,zero_all_unsupported,independent,protected_0.001,397.2307597864201,1367.2843490600555,2584.241070251465,2013.7770626544946,3295.1925354003906,0.02333889866713435,0.013671875,0.0439453125,0.825831081848188,3.000591538861939,1.74423828125,59.69768503498926,0,0,0.0
weekly,zero_all_unsupported,independent,observed,397.2725444767758,1367.2838249206513,2584.241070251465,2013.723647952079,3295.1925354003906,0.17557646297552776,0.09375,0.0,0.8279024248745892,2.968013360402706,1.7425455729166668,59.71164539577512,0,0,0.0
weekly,nonlinear_ood,published,matched,391.35167543710656,1330.343312263488,2548.70004333496,1978.5359647795553,3134.0987548828125,0.0,0.0,0.0,0.8325066784762396,2.8442520406898835,1.7187825520833333,51.473334862850606,0,0,0.0
weekly,nonlinear_ood,published,central,390.13623927925784,1330.343312263488,2548.70004333496,1977.1572848707433,3134.0987548828125,0.20039423001082657,0.1025390625,0.0,0.8347152819501646,2.8120938962200914,1.7250162760416667,51.1332058333719,0,0,0.0
weekly,nonlinear_ood,published,robust,390.8664327078475,1339.7714347839355,2548.70004333496,1978.2155782133336,3134.0987548828125,0.5306536620544363,0.1298828125,0.0,0.8349095148526527,2.8256648438893444,1.7166829427083332,51.336902188748354,0,0,0.0
weekly,nonlinear_ood,published,protected_0.001,390.63648980289884,1330.343312263488,2548.70004333496,1977.7799593955274,3134.0987548828125,0.019459415268809555,0.013671875,0.0908203125,0.8335710545907289,2.831023047746398,1.7195475260416666,51.296313877661305,0,0,0.0
weekly,nonlinear_ood,independent,matched,380.4802040823175,1316.0605102539027,2499.150724029541,1949.8029789254065,3083.7684631347656,0.0,0.0,0.0,0.8251216982299331,3.0084981138214957,1.7458170572916667,48.62794019640569,0,0,0.0
weekly,nonlinear_ood,independent,central,380.4108268648673,1315.038780593868,2499.150724029541,1949.6251407191153,3083.7684631347656,0.1591263116484271,0.091796875,0.0,0.8283099875124108,2.972075025027036,1.7410807291666668,48.60791494136356,0,0,0.0
weekly,nonlinear_ood,independent,robust,380.5229366040094,1315.038780593868,2499.150724029541,1951.198353014886,3083.7684631347656,0.28609780773787485,0.0810546875,0.0,0.8281748822747665,2.9741738463637946,1.7404622395833333,48.65081311753238,0,0,0.0
weekly,nonlinear_ood,independent,protected_0.001,380.37307818546503,1315.038780593868,2499.150724029541,1949.6463140770788,3083.7684631347656,0.023707967469309064,0.013671875,0.0439453125,0.825831081848188,3.000591538861939,1.74423828125,48.60168449655612,0,0,0.0
weekly,nonlinear_ood,independent,observed,380.50612831640706,1315.038780593868,2499.150724029541,1949.7335025593634,3083.7684631347656,0.28115600120987577,0.1064453125,0.0,0.8279024248745892,2.968013360402706,1.7425455729166668,48.59611815763492,0,0,0.0
weekly,electrical_stress,published,matched,7545.556377637843,35205.79432373044,56449.460219726556,47937.30414438246,66392.048828125,0.0,0.0,0.0,0.8328971196700097,2.849038431896732,1.7174479166666665,555.8011152048348,97,0,4783.039636969566
weekly,electrical_stress,published,central,7544.4596695520595,35205.79432373044,56449.460219726556,47929.25368356703,66392.048828125,6.6267361404522696,0.1435546875,0.0,0.8350373418061908,2.805177373004919,1.715869140625,555.7908026789592,96,0,4780.252378821373
weekly,electrical_stress,published,robust,7545.214169065591,35216.528479003886,56449.460219726556,47939.158379077904,66392.048828125,8.115342548985067,0.1611328125,0.0,0.8352110185171117,2.807865770196093,1.7113932291666667,555.9014287913378,97,0,4803.781735777855
weekly,electrical_stress,published,protected_0.001,7544.554041853228,35205.79432373044,56449.460219726556,47937.30414438246,66392.048828125,2.750077908798665,0.0419921875,0.1103515625,0.8337117790051768,2.8272128210024117,1.708154296875,555.6549191142767,96,0,4798.88474881649
weekly,electrical_stress,independent,matched,7495.213450310648,35095.51058349608,56471.97135742187,47824.567572116845,66559.9521484375,0.0,0.0,0.0,0.824841059814529,3.0113823713322967,1.7483886718750001,547.9837024542358,98,0,4737.534759879112
weekly,electrical_stress,independent,central,7496.083815589935,35095.51058349608,56471.97135742187,47821.52188920974,66536.8095703125,4.795091120196798,0.099609375,0.0,0.8281759122203622,2.9469601008727535,1.7408040364583333,548.7130034984439,98,0,4685.255051016808
weekly,electrical_stress,independent,robust,7504.076019607396,35095.51058349608,56633.248144531244,47822.86350870132,66593.478515625,13.739200492527035,0.12109375,0.0,0.8283176283695297,2.9409253120102896,1.7410970052083332,549.7378096077955,98,0,4683.618667960167
weekly,electrical_stress,independent,protected_0.001,7494.082094424963,35095.51058349608,56471.97135742187,47824.567572116845,66559.9521484375,0.6413713764167185,0.0244140625,0.05859375,0.8261552621052939,2.988657060667726,1.7424641927083333,548.0249193357013,99,0,4796.286830306053
weekly,electrical_stress,independent,observed,7501.96886191233,35224.17569580077,56471.97135742187,47822.65265989302,66536.8095703125,11.06183176754188,0.16015625,0.0,0.8281433404623677,2.927429362668617,1.7387044270833334,549.443763617659,98,0,4775.210950255394
