forecast,condition,group,policy,mean_cost,q95,q99,es95,maximum_cost,positive_excess,worse_fraction,guard_acceptance,crew_completion_fraction,crew_mean_completion_h,crew_total_travel_h,communication_loss,raw_infeasible_hours,infeasible_hours,curtailed_energy_kwh
graph,matrix_scale_125,published,robust,520.1971675617664,1681.1135002136225,3002.424721984861,2384.7640150189395,3979.4928283691406,3.057754081628994,0.1865234375,0.0,0.8356090192090468,2.840347090517352,1.7162597656249998,81.71242664096644,0,0,0.0
graph,matrix_scale_125,published,protected_0.001,517.7720531454461,1670.0671386718745,2943.4071640014636,2372.715201348066,4046.095489501953,0.007549705085693845,0.001953125,0.0361328125,0.83282352316255,2.8550741316534265,1.7149739583333332,81.15229200849717,0,0,0.0
graph,matrix_scale_125,independent,matched,489.0429338573175,1555.2721408843977,2801.6077383422844,2285.6457281708713,3822.907287597656,0.0,0.0,0.0,0.8254440560643919,3.0069437064340727,1.7437174479166666,74.22483112359623,0,0,0.0
graph,matrix_scale_125,independent,central,488.87605174798193,1555.2721408843977,2801.6077383422844,2283.4757346510883,3822.907287597656,0.07244386072342068,0.048828125,0.0,0.8264210452885798,3.009829909963786,1.7419596354166667,74.20791523147636,0,0,0.0
graph,matrix_scale_125,independent,robust,493.4565622332208,1565.5792724609369,2801.6077383422844,2312.3119391500945,4001.8966674804688,4.56330086246821,0.099609375,0.0,0.828927139167893,2.9642080660329304,1.73759765625,75.37635002047318,0,0,0.0
graph,matrix_scale_125,independent,protected_0.001,488.9753258633717,1555.2721408843977,2801.6077383422844,2285.6457281708713,3822.907287597656,0.0,0.0,0.005859375,0.8255866769345517,3.005255704331425,1.7440755208333332,74.21608056310652,0,0,0.0
graph,matrix_scale_125,independent,observed,488.9915561801189,1555.2721408843977,2801.6077383422844,2285.4352325797076,3822.907287597656,0.07612053735140999,0.048828125,0.0,0.8259430393174099,3.015346193950638,1.74208984375,74.22124281927972,0,0,0.0
graph,matrix_noise_015,published,matched,518.1099725654653,1674.439416503906,2943.4071640014636,2372.7595728933807,4046.095489501953,0.0,0.0,0.0,0.8318276969949836,2.854862598319027,1.7237792968749999,81.25248817632382,0,0,0.0
graph,matrix_noise_015,published,central,516.6747675561076,1667.9445640563963,2930.7965618896465,2365.4901889860625,3979.4928283691406,0.2119737340976719,0.0888671875,0.0,0.8333788990475157,2.846515140559302,1.7246256510416667,80.92119324480882,0,0,0.0
graph,matrix_noise_015,published,robust,517.1721487420368,1667.9445640563963,2930.7965618896465,2363.4740916788573,3979.4928283691406,0.6132018368759187,0.1123046875,0.0,0.8339660067805135,2.846859420876642,1.7207845052083333,81.05803924806241,0,0,0.0
graph,matrix_noise_015,published,protected_0.001,517.2529906123232,1667.9445640563963,2943.4071640014636,2367.96130695939,4046.095489501953,0.013975613081129303,0.0048828125,0.0439453125,0.8322872358098565,2.8491531836161466,1.7217285156249997,81.0618747034896,0,0,0.0
