policy,group,n,cost_mean,cost_ci95,mobility_delay_mean,mobility_delay_ci95,unserved_energy_mean,unserved_energy_ci95,comm_loss_mean,comm_loss_ci95,feeder_margin_exceedance_mean,feeder_margin_exceedance_ci95,power_service_loss_mean,power_service_loss_ci95,peak_risk_mean,peak_risk_ci95,service_continuity_mean,service_continuity_ci95,min_voltage_pu_mean,min_voltage_pu_ci95,voltage_violation_pu_hours_mean,voltage_violation_pu_hours_ci95,voltage_violating_bus_hours_mean,voltage_violating_bus_hours_ci95,thermal_overload_pu_hours_mean,thermal_overload_pu_hours_ci95,thermal_overloaded_branch_hours_mean,thermal_overloaded_branch_hours_ci95,losses_mwh_mean,losses_mwh_ci95,latency_ms_mean,latency_ms_ci95,mean_control_action_fraction_mean,mean_control_action_fraction_ci95,requested_restoration_mean,requested_restoration_ci95,executed_restoration_mean,executed_restoration_ci95,requested_charge_capacity_mean,requested_charge_capacity_ci95,executed_charge_capacity_mean,executed_charge_capacity_ci95,mean_smartds_projection_fraction_mean,mean_smartds_projection_fraction_ci95,smartds_curtailed_energy_kwh_mean,smartds_curtailed_energy_kwh_ci95,smartds_raw_infeasible_hours_mean,smartds_raw_infeasible_hours_ci95,smartds_projected_infeasible_hours_mean,smartds_projected_infeasible_hours_ci95,crew_job_count_mean,crew_job_count_ci95,crew_jobs_dispatched_mean,crew_jobs_dispatched_ci95,crew_jobs_completed_mean,crew_jobs_completed_ci95,crew_completion_fraction_mean,crew_completion_fraction_ci95,crew_mean_completion_h_mean,crew_mean_completion_h_ci95,crew_total_travel_h_mean,crew_total_travel_h_ci95
forecast_matched,cascade,256,997.3547373879148,81.02224187871441,5.227709913907144,0.5843891229614776,300.56472522433614,27.829435763593235,56.742911108769476,3.106242247834844,0.0,0.0,21.42755353521083,2.3602200283476544,54.34429455921054,2.8799759417621806,0.7746558918053237,0.030224915138776412,0.9890511692116699,2.64753377414564e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8429488156943351,0.00017531877418972407,45.75459218752561,0.4715644354634835,0.9894430945472171,0.0006352085212347825,34.74609375,0.3187489762034212,32.21875,0.34680063458283755,176.60250063240528,3.9650658350544413e-07,170.71868824213743,0.5354330531731145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.74609375,0.3187489762034212,32.7421875,0.35412462787557536,32.21875,0.34680063458283755,0.9269790109145696,0.004771514603424647,1.2450336666035644,0.026520783360748215,5.635611979166667,0.07089603116358766
forecast_matched,nominal,256,603.8959598592423,65.25012381126497,1.2627971595912133,0.17186409170939168,228.5838070770842,24.675825982905142,4.275221548770787,0.5705120934972436,0.0,0.0,9.31387783552587e-05,5.183712781487098e-05,38.170860781701656,2.3239580862064066,0.8716557568279608,0.033815067420323947,0.9888641626673641,3.964464576604354e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8433860103032468,0.00020883254652115827,40.88032311301504,0.4438022546384801,1.0,0.0,18.09765625,0.684959444620159,17.80859375,0.6741809527212274,176.6025010496378,4.040943150789556e-07,176.6025010496378,4.040943150789556e-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09765625,0.684959444620159,18.09765625,0.684959444620159,17.80859375,0.6741809527212274,0.9843017868665398,0.0035566241098960783,1.169666632269033,0.03787363715450405,3.6390625,0.12506837720645494
forecast_matched,ood,256,1446.0614974023774,88.92604327375923,10.05009111890567,1.1620590112282643,288.5891965306073,27.260954508895402,181.75495982100256,6.707118307077949,0.0,0.0,51.098946305764784,5.419248337321476,67.13373932987452,3.2298767903851706,0.6480739837012229,0.03065828111236826,0.9890022330311468,2.9294352274480685e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8422034253704157,0.00016096149229534606,45.1000253260645,0.4693311613351,0.9636088675664117,0.0014916191611555368,35.796875,0.09985521841450172,30.78515625,0.23434168370231329,176.60250092297792,3.9014827243949677e-07,158.0253375172615,1.0477984288949735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.796875,0.09985521841450172,31.3359375,0.21494684758935856,30.78515625,0.23434168370231329,0.8600419972332775,0.006166001822377512,1.2498885381870888,0.02907035188705849,5.4998046875,0.05710901410489634
forecast_matched,single_domain,256,693.7786638751613,70.95236919103174,1.883827700898883,0.2425726482234746,260.2507355893031,26.655072822317273,5.9559248894802295,0.7211500999445614,0.0,0.0,2.3538821220567794,0.6612952450179069,40.85572859496117,2.444986092503744,0.8494028382911939,0.03541590648819701,0.9889428339863119,3.9086699817169544e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8433497690222573,0.0002062375938840722,45.72926132944607,0.4852002137503135,0.9994064554339275,0.00011247981866200463,33.22265625,0.46550686410541636,32.4921875,0.47722216237732834,176.6025009304285,4.2708261764558183e-07,176.3342318609357,0.05989302639490773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.22265625,0.46550686410541636,33.125,0.4680089763677448,32.4921875,0.47722216237732834,0.9777184244787235,0.0034469232587359894,1.268123854513659,0.02918170921160784,5.6736328125,0.07471367594703218
greedy,cascade,256,997.3547373879148,81.02224187871441,5.227709913907144,0.5843891229614776,300.56472522433614,27.829435763593235,56.742911108769476,3.106242247834844,0.0,0.0,21.42755353521083,2.3602200283476544,54.34429455921054,2.8799759417621806,0.7746558918053237,0.030224915138776412,0.9890511702589676,2.6475347135633504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8429481101437761,0.00017529705953035464,1.4055302108317846,0.04174832580623007,0.9894430945472171,0.0006352085212347825,34.74609375,0.3187489762034212,32.21875,0.34680063458283755,176.60250063240528,3.9650658350544413e-07,170.71868824213743,0.5354330531731145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.74609375,0.3187489762034212,32.7421875,0.35412462787557536,32.21875,0.34680063458283755,0.9269790109145696,0.004771514603424647,1.2450336666035644,0.026520783360748215,5.635611979166667,0.07089603116358766
greedy,nominal,256,603.8959598592423,65.25012381126497,1.2627971595912133,0.17186409170939168,228.5838070770842,24.675825982905142,4.275221548770787,0.5705120934972436,0.0,0.0,9.31387783552587e-05,5.183712781487098e-05,38.170860781701656,2.3239580862064066,0.8716557568279608,0.033815067420323947,0.9888641746759015,3.964479461069288e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8433851475545122,0.00020880601914386273,0.7160738978200243,0.02510924004414636,1.0,0.0,18.09765625,0.684959444620159,17.80859375,0.6741809527212274,176.6025010496378,4.040943150789556e-07,176.6025010496378,4.040943150789556e-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09765625,0.684959444620159,18.09765625,0.684959444620159,17.80859375,0.6741809527212274,0.9843017868665398,0.0035566241098960783,1.169666632269033,0.03787363715450405,3.6390625,0.12506837720645494
greedy,ood,256,1446.0614974023774,88.92604327375923,10.05009111890567,1.1620590112282643,288.5891965306073,27.260954508895402,181.75495982100256,6.707118307077949,0.0,0.0,51.098946305764784,5.419248337321476,67.13373932987452,3.2298767903851706,0.6480739837012229,0.03065828111236826,0.98900223279593,2.929423832067622e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8422029995468621,0.00016094523542349744,1.3291296836541733,0.03637723785758881,0.9636088675664117,0.0014916191611555368,35.796875,0.09985521841450172,30.78515625,0.23434168370231329,176.60250092297792,3.9014827243949677e-07,158.0253375172615,1.0477984288949735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.796875,0.09985521841450172,31.3359375,0.21494684758935856,30.78515625,0.23434168370231329,0.8600419972332775,0.006166001822377512,1.2498885381870888,0.02907035188705849,5.4998046875,0.05710901410489634
greedy,single_domain,256,693.7786638751613,70.95236919103174,1.883827700898883,0.2425726482234746,260.2507355893031,26.655072822317273,5.9559248894802295,0.7211500999445614,0.0,0.0,2.3538821220567794,0.6612952450179069,40.85572859496117,2.444986092503744,0.8494028382911939,0.03541590648819701,0.9889428355726482,3.908682555716548e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8433489961362302,0.00020620651584897422,1.4489404960234726,0.04593655927743686,0.9994064554339275,0.00011247981866200463,33.22265625,0.46550686410541636,32.4921875,0.47722216237732834,176.6025009304285,4.2708261764558183e-07,176.3342318609357,0.05989302639490773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.22265625,0.46550686410541636,33.125,0.4680089763677448,32.4921875,0.47722216237732834,0.9777184244787235,0.0034469232587359894,1.2681197855032422,0.029181762595949897,5.6736328125,0.07471367594703218
oracle,cascade,256,888.4154062419836,77.68068620869718,3.3964230199915644,0.44970274844917335,263.51631900062785,26.92184939973288,50.994188871001825,2.7736116766109618,0.0,0.0,21.19211208090428,2.349256954857189,49.818417232483625,3.030101151765962,0.8271140821197083,0.031446828031598165,0.9889855453176237,3.123534034441817e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8445163969458543,0.00023231001923853262,7.349119403746347,0.18457338765227443,0.9894496533476437,0.0006342817846500852,34.74609375,0.3187489762034212,32.25390625,0.34872516852682495,176.60250099003315,4.6353062799564183e-07,170.11867379397154,0.6206511412086155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.74609375,0.3187489762034212,32.7421875,0.35412462787557536,32.25390625,0.34872516852682495,0.9279654376822464,0.00481076347565035,1.253608199738216,0.026750424465751817,5.7916015625,0.0772810239497725
oracle,nominal,256,486.28718224013306,61.53874648279248,0.05695958275924357,0.013579544758921465,186.95692093856633,23.658417017539886,0.042747762985527515,0.01574752209716079,0.0,0.0,9.049197498361321e-05,5.078747173192627e-05,30.652385365763703,2.57916062321534,0.9075316243646866,0.035011761605931176,0.9886755321521574,5.472628247929135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8452026919910989,0.0002875540919644425,6.481159112505945,0.150362579201427,1.0,0.0,18.09765625,0.684959444620159,17.80859375,0.6741809527212274,176.60250080376863,6.504334352199358e-07,176.60250080376863,6.504334352199358e-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09765625,0.684959444620159,18.09765625,0.684959444620159,17.80859375,0.6741809527212274,0.9843017868665398,0.0035566241098960783,1.169531712514762,0.03786509589173036,3.6376953125,0.12485473986512548
